thread_id,topic
6974617013.0,"(0.12351876182977886, 0.18659845835643007, 0.0018482009524163154, 0.005985352011512952, 0.4282459645980136, 0.2538032622518481)"
6974939656.0,"(0.4268782545042716, 0.11713763388363299, 0.032194224192002616, 0.030101301081802256, 0.282887236990535, 0.1108013493477556)"
6975216118.0,"(0.07021835767073387, 0.3725742961970145, 0.053535676505186765, 0.008321299190786951, 0.32012725487962396, 0.17522311555665399)"
6975382814.0,"(0.12192704842940302, 0.11383836788434154, 0.03211550002960611, 0.2803139196185242, 0.3144943952122517, 0.13731076882587356)"
6975397566.0,"(0.1931579607888895, 0.6370620917999654, 0.050614827557970955, 0.0007232882981194656, 0.08782832036948042, 0.030613511185574115)"
6975512040.0,"(0.11934978317110057, 0.06888069509389255, 0.0051377476206548945, 0.6564446738972547, 0.03601036147997602, 0.114176738737121)"
6975970488.0,"(0.2488796774074346, 0.0494643858078793, 0.0002214876411970042, 0.17807538748731977, 0.4371697318281915, 0.08618932982797776)"
6976124861.0,"(0.18110049275803314, 0.02583611358841939, 0.0022973924790331006, 0.05560135996742133, 0.1747835786716361, 0.5603810625354568)"
6976233171.0,"(0.2211063220621908, 0.07566339486890537, 0.006836012187073837, 0.0520685232306112, 0.34477217069701915, 0.29955357695419926)"
6976397169.0,"(0.19165525466049776, 0.19924506404711115, 0.010837195768150338, 0.22434715043605027, 0.2893344764842488, 0.08458085860394178)"
6976456957.0,"(0.7563255740185894, 0.009318165662834846, 0.0005742198805005857, 0.021548309649335937, 0.18842336445116406, 0.02381036633757512)"
6976469639.0,"(0.6957167473216778, 0.029793106226005468, 0.03816404327395918, 0.05227533367262796, 0.09874159963306034, 0.08530916987266922)"
6976486224.0,"(0.19241515734260906, 0.1330376689411769, 0.022933670921435723, 0.009664767156070399, 0.46878689259875506, 0.173161843039953)"
6976569349.0,"(0.2198955267734257, 0.16165509910590134, 0.0017198165867812756, 0.036613154043483385, 0.33750395733453253, 0.24261244615587563)"
6976638337.0,"(0.5299331577466497, 0.019427315190414397, 0.007430596126074859, 0.1448440404217522, 0.18315040153642853, 0.11521448897868034)"
6976643991.0,"(9.997548674538773e-07, 0.029692677660283197, 0.012302118732834953, 0.002104662945969321, 0.22344692395492247, 0.7324526169511226)"
6976737583.0,"(0.032753935042254635, 0.0955987408187392, 4.5398564571040805e-05, 0.48288288677101493, 0.2828434814364676, 0.10587555736695252)"
6976805094.0,"(0.11960231060595726, 0.18690804704876765, 0.20825334663877065, 1.2516844581291869e-06, 0.44354216584324224, 0.04169287817880406)"
6976898145.0,"(0.023139798480114673, 0.10433639806753452, 2.961557462721689e-05, 0.2508927485146068, 0.5468845110253621, 0.07471692833775462)"
6976942858.0,"(0.1857688806406752, 0.0197286574543874, 0.02113189570230507, 0.01542176541030259, 0.3000731390408963, 0.4578756617514335)"
6976988262.0,"(0.7092877587415, 0.005594497618054216, 0.02427901967729266, 2.7337552106003757e-05, 0.20897504489738086, 0.051836341513666374)"
6977236211.0,"(0.014934342343177373, 0.5176430832205535, 0.00041213432944324935, 0.06744723234723562, 0.2701522958102469, 0.12941091194934334)"
6977452918.0,"(0.02096621067803773, 0.4166714411523821, 0.00011912126375108735, 0.40990556692094327, 0.07739000865245499, 0.07494765133243088)"
6978095114.0,"(0.2534979389571246, 0.04334862228752394, 0.0019268769638611908, 0.14066791388173583, 0.2719557954447176, 0.28860285246503686)"
6978225722.0,"(0.20101246018396668, 0.000930107767455359, 0.00015111308965181473, 0.025161755478771235, 0.14871068731709527, 0.6240338761630597)"
6978232974.0,"(0.12706327710080736, 0.11897027821617602, 0.005252838601524546, 0.08684315638330788, 0.2909596556476978, 0.3709107940504863)"
6978316357.0,"(0.005692640971714123, 0.058388360708164895, 0.7015106923789965, 0.03366664320001892, 0.191060602420884, 0.00968106032022146)"
6978590696.0,"(0.4971728652183762, 0.021931682814252198, 0.005583614209706473, 0.045842303480009026, 0.3244395673654553, 0.10502996691220087)"
6978605849.0,"(0.7216967563719575, 7.891323600985268e-06, 0.16415272474428408, 0.0016761881067421714, 0.06769155890910944, 0.04477488054430579)"
6978904290.0,"(0.13833984642524833, 0.20615284022854286, 0.00438534851174511, 0.14185767249243714, 0.41704550631825993, 0.0922187860237666)"
6979087419.0,"(0.13749788409949248, 0.08248107916313616, 0.0004537990880476501, 0.006218261693238244, 0.5486481093079588, 0.2247008666481266)"
6979675562.0,"(0.12640298725740412, 0.21500092874654525, 0.005313582674049781, 0.12190127517146981, 0.13296187042461063, 0.3984193557259204)"
6979683697.0,"(0.1606004058129982, 0.2180744275952522, 0.01420756954193143, 0.1357900195425863, 0.1482241142473631, 0.32310346325986883)"
6979696127.0,"(0.121611882619312, 0.15769443318691934, 0.018572829318204344, 0.1667471258274202, 0.13151579776687602, 0.403857931281268)"
6980316564.0,"(0.002015384085574012, 0.12569106738771105, 8.698258418271152e-05, 0.5967945308549745, 0.018663897328532835, 0.2567481377590249)"
6980661107.0,"(0.09068351592330094, 0.05261117701902849, 0.01860728267589105, 0.20052672192809695, 0.18867953053571432, 0.4488917719179682)"
6980984484.0,"(0.7060294700777766, 0.06794221653990554, 0.02084561991735051, 0.14934699599804133, 0.049989869487689, 0.005845827979237124)"
6981114889.0,"(0.010255405265966314, 0.15716205540903527, 0.010202275038334166, 0.009199002951207597, 0.5040925240772104, 0.3090887372582462)"
6981130725.0,"(0.2510724217679248, 0.03503112971052247, 0.0013698817398404414, 0.14771202072376413, 0.508941639711077, 0.05587290634687106)"
6981141933.0,"(0.13000576135484404, 0.01914828242665346, 0.0022027271423157007, 0.012963236019564816, 0.7005150292902839, 0.13516496376633808)"
6981170061.0,"(3.853968067749967e-06, 0.5679430806422776, 0.0007040818982883905, 2.634762261500361e-06, 0.33411557084604765, 0.09723077788305717)"
6981180618.0,"(0.12536330100184345, 0.06831081428524674, 4.7146202750143896e-05, 0.0006895873209487708, 0.360474200300381, 0.4451149508888298)"
6981263972.0,"(0.40417772986273276, 0.04906919018947077, 0.023233824623875982, 0.012992555115176697, 0.42418475600965483, 0.08634194419908894)"
6981411232.0,"(0.21477560472048243, 0.07688791254300725, 0.007329638249180346, 0.023637793902063022, 0.6023518854087625, 0.07501716517650432)"
6981707502.0,"(0.11213161144036703, 0.7693070257929373, 5.25049654029725e-07, 5.896368636461402e-06, 0.11854889723799564, 6.04411040958304e-06)"
6982058332.0,"(0.02614354097656838, 0.12365412297963285, 0.01055621757595486, 0.1065579696657766, 0.2248071848669379, 0.5082809639351296)"
6982326269.0,"(0.08162219494910479, 0.20521195893353744, 0.0037607438815702166, 0.048436000997788206, 0.49889672735977164, 0.16207237387822757)"
6982342572.0,"(0.723050397367518, 0.027848898006702604, 0.03966676449098532, 0.06144440916668991, 0.09874731627445514, 0.049242214693649186)"
6982667203.0,"(0.017403431448829786, 0.05348661850872254, 0.09662594485594511, 1.3904614986294256e-05, 0.01906116580731372, 0.8134089347642025)"
6982674162.0,"(0.6758313725463354, 0.033197299853423005, 0.032765598874142945, 0.13546777455970857, 0.08222370215653627, 0.04051425200985361)"
6982685145.0,"(0.0010319937413369635, 0.7852112191098154, 0.0007062330052080469, 0.09869987036191986, 0.047126037306093174, 0.06722464647562659)"
6982729557.0,"(0.0789955701897988, 0.383338386129837, 0.03847928605202554, 0.25723372562204677, 0.12886626656130176, 0.11308676544499008)"
6982731201.0,"(0.24209476296692511, 0.017452296240088743, 0.0003218085032579095, 7.236255972209213e-07, 0.03602278015477435, 0.7041076285093566)"
6982771892.0,"(0.02464619248723862, 0.2970547945060808, 0.002804086214969855, 0.5694430301281851, 0.06948449093801004, 0.0365674057255155)"
6982869526.0,"(0.043483815296032034, 0.1819278022420757, 2.4787620366146836e-06, 0.4597282007071333, 0.22112423714325002, 0.09373346584947213)"
6982966015.0,"(0.1459545493835619, 0.10807370130598742, 0.042602080683062205, 0.08734910919806765, 0.1930151555209917, 0.4230054039083294)"
6983217112.0,"(0.5152151520800571, 0.16056529811431425, 4.612057956602792e-05, 0.1548193274303487, 0.09523846166009636, 0.07411564013561758)"
6983480245.0,"(0.10992736221437445, 0.18343263147585, 0.006030399924295694, 0.23954396284768154, 0.2218721392933663, 0.23919350424443195)"
6984222740.0,"(0.736388061086039, 2.7671496809353964e-05, 0.00032186273344324295, 0.06706796850160443, 4.402767678980061e-05, 0.19615040850531396)"
6984494043.0,"(0.07127526201763049, 0.03591967332477488, 0.10446228255050467, 0.01726928964034396, 0.2555693481550324, 0.5155041443117138)"
6984566571.0,"(1.4702178863404012e-06, 0.6226930075848366, 2.8553555499905943e-06, 0.08126776167129554, 0.0630234530762334, 0.23301145209419816)"
6984632931.0,"(0.0835057929361773, 0.009571160841878151, 0.1184223928196495, 4.019228962148588e-05, 0.11848339600229407, 0.6699770651103795)"
6984718458.0,"(0.06017622464023731, 0.3163316658790256, 4.070302380489944e-08, 0.01097084960852728, 0.4297850959650926, 0.1827361232040934)"
6984750969.0,"(0.1953016660504353, 0.07239617828164684, 0.010081837310037494, 0.0038864498081775203, 0.5709646813062952, 0.14736918724340767)"
6984758841.0,"(0.2061660345962469, 0.2430362333369417, 0.01573749606663186, 0.020447760244274048, 0.3133648255073214, 0.20124765024858401)"
6984759176.0,"(0.1226881246278424, 0.03564106777169756, 0.002529731896043738, 0.015294992452324506, 0.4554035834929614, 0.3684424997591305)"
6984932693.0,"(0.15651076605448647, 0.10581581969967667, 0.0481085892410493, 0.146443329466143, 0.30241057541472666, 0.24071092012391782)"
6984976423.0,"(0.1692517121381021, 0.07044293129421642, 0.0015233135275769622, 0.1667804659824183, 0.26819704571670294, 0.3238045313409834)"
6985000044.0,"(0.2446785967303264, 0.15150379226325486, 1.2516832532582272e-07, 0.03935974119096545, 0.18694692512842867, 0.37751081951869925)"
6985001098.0,"(9.93032525321877e-06, 0.9958064593327499, 0.0003690178129833161, 1.2383032498515899e-05, 0.003795249429849388, 6.960066665454477e-06)"
6985150220.0,"(0.8509306079406356, 6.892130199304792e-05, 4.472907946756728e-05, 0.09824167828482752, 0.0001108233272319761, 0.05060324006584435)"
6985153786.0,"(0.5693951519084354, 0.04462333144197106, 0.13878917803911273, 2.2323026701840996e-06, 0.18626575390490926, 0.06092435240290129)"
6985182479.0,"(0.07101258991524348, 0.22620761779424617, 0.00839767837581325, 0.039863363071922196, 0.5207071876165879, 0.13381156322618687)"
6985624715.0,"(0.07047394470920981, 0.013313372630889168, 0.004776379565343431, 1.683070782402602e-05, 0.8545988823615318, 0.0568205900252018)"
6986063973.0,"(0.21591920063212378, 0.22583890073907434, 0.01191021865999742, 0.11553940849739398, 0.1820760425002355, 0.24871622897117493)"
6986259391.0,"(0.2106679611392449, 0.27180348048311065, 0.036203573481266474, 0.13544033783970508, 0.18993269615850628, 0.1559519508981666)"
6986313329.0,"(0.016778408514773992, 0.3881942538908607, 0.03460089427883113, 0.1763004858259769, 0.029328080575595633, 0.3547978769139616)"
6986355728.0,"(0.15376936130387944, 0.0477894977837696, 0.03391958162721385, 0.03690407135995294, 0.35830634025272734, 0.3693111476724568)"
6987054427.0,"(0.21150677106615645, 0.011327418639176329, 0.13309993689322633, 0.03657235496038483, 0.4486195454658798, 0.15887397297517622)"
6987234644.0,"(0.15676337493835224, 0.13252392832094875, 0.004713448452520989, 0.04032941546476146, 0.5192880989614077, 0.14638173386200887)"
6987281046.0,"(0.2708754747615578, 0.12476056298219657, 0.001970681637306144, 0.1988515814189492, 0.33535010244137026, 0.06819159675862008)"
6987770301.0,"(0.6438411836433203, 0.03849606210196128, 0.06142613558228235, 0.013459068330032778, 0.14040415532813835, 0.10237339501426508)"
6987921959.0,"(0.20530650967236647, 0.24284743362218206, 0.03316606473575092, 0.0650306921099735, 0.3291667989155851, 0.12448250094414193)"
6988214992.0,"(0.005800054412189279, 0.11453597368889502, 0.0021335694883591098, 0.8505788654448807, 0.01680682750834257, 0.010144709457333447)"
6988561651.0,"(0.1301956542560381, 0.04536959965133662, 0.13453605591438605, 0.024106575757462202, 0.20889807472407124, 0.4568940396967059)"
6988930768.0,"(0.0036771981570099337, 0.006767388146450955, 0.00023736099112864795, 2.2955644354194517e-07, 0.925900413508097, 0.06341740964086985)"
6988969402.0,"(0.8514114901566429, 0.06203751991159164, 2.2281007920408048e-06, 2.4970797975533622e-05, 3.8612196950339164e-05, 0.08648517883604752)"
6989259066.0,"(0.14466156605125063, 0.05293527373544395, 2.1210442287016457e-08, 1.7582172402838974e-07, 0.7347253006481347, 0.0676776625330045)"
6989277300.0,"(0.3495617188551862, 0.33316544985906765, 9.839288720133952e-05, 0.19244318446894276, 0.0889060117266573, 0.03582524220294467)"
6989385517.0,"(0.03728197298943157, 0.06568172704060346, 0.00044743275780904484, 0.04001600822347728, 0.2829230728165348, 0.5736497861721437)"
6989387578.0,"(0.014043690959937197, 0.3028989046597529, 0.00016395287044717685, 0.22127614676495938, 0.1229435936490215, 0.33867371109588174)"
6989467698.0,"(0.135538241134794, 0.013372877740247516, 0.01922403947195843, 0.0013465552545476446, 0.6886073087349998, 0.14191097766345265)"
6990548912.0,"(0.1578246251552342, 0.026874107931023166, 0.01937983459026961, 0.04773393970122476, 0.4463569552348984, 0.3018305373873497)"
6990586107.0,"(0.5017215242997896, 0.01435717144422469, 0.011079594195914703, 0.03967271928388832, 0.2001131726003997, 0.23305581817578297)"
6990890130.0,"(0.09376595141994615, 0.012695547236104967, 0.3037009209281046, 3.485518217777429e-06, 0.5284582674797184, 0.06137582741790814)"
6990915976.0,"(0.1861212563299976, 0.11414483955612906, 0.003824111975195272, 0.025989338226672862, 0.5537898285536252, 0.11613062535837998)"
6991137197.0,"(0.3227482357144657, 0.11694954135857781, 0.002851212622434618, 0.001303090888441126, 0.15407838600772228, 0.4020695334083585)"
6991179068.0,"(0.1747208809342612, 0.1108074802344894, 0.0005771695171569283, 0.04431898781787519, 0.6186398678352878, 0.05093561366092948)"
6991313287.0,"(0.4540639492816728, 0.031186752255183633, 0.0010202586697355917, 0.004694232820266858, 0.37887481257193883, 0.13015999440120227)"
6991371086.0,"(0.32071042816631423, 0.13369526998664322, 0.02932501895248025, 0.02018433473402126, 0.3404574627257602, 0.15562748543478064)"
6991661874.0,"(0.17987417723809396, 1.417360587830942e-05, 4.122498994524662e-07, 3.18930333194699e-06, 0.6261765370501341, 0.19393151055266208)"
6991680576.0,"(0.04325248449899064, 0.1315086387812681, 0.006320456346157, 0.2095062200124176, 0.509721375616895, 0.09969082474427166)"
6991753673.0,"(0.34290308251529317, 0.14763782145394455, 0.056741641635486006, 0.18718713685221142, 0.12515351238805789, 0.14037680515500695)"
6991801614.0,"(0.06755324392024122, 0.03573355780143701, 0.002531099043768435, 0.7351520729100953, 0.12145935146386776, 0.037570674860590327)"
6992213190.0,"(0.902269986688125, 0.038389140618706956, 7.397249672109683e-05, 0.0002859841522532934, 0.02696581951196122, 0.03201509653223242)"
6992233959.0,"(0.2581659324807152, 0.19505139769019447, 0.052920566537401896, 0.2424422341581524, 0.11886787565916755, 0.1325519934743687)"
6992394098.0,"(0.06210173692496816, 0.0273692756836654, 0.1223984922768012, 0.000806674151618629, 0.38782323989256334, 0.3995005810703833)"
6992482530.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
6992704761.0,"(0.8500590601586211, 0.009466910762909446, 0.0019047488490317346, 0.0007171581777408492, 0.10304811728480112, 0.03480400476689573)"
6992729122.0,"(0.1928623491084357, 0.38232071210019314, 3.112964428553884e-05, 0.009185354038394187, 0.20273269072439565, 0.21286776438429586)"
6992752561.0,"(0.04823380974964952, 0.10591698323288579, 0.0020425986803809526, 9.951010970807027e-06, 0.3990624376633694, 0.44473421966274346)"
6992898533.0,"(0.46667471344356115, 0.04113056347274261, 0.014247167741986842, 0.02750758432022275, 0.2375839744513964, 0.21285599657009022)"
6992962122.0,"(0.02378895922071515, 0.30178441428711056, 0.02423060478520697, 4.0530106988032825e-07, 0.5430652079771894, 0.10713040842870787)"
6992980087.0,"(0.08197287738502634, 0.032740937259749116, 0.04958962444077779, 0.066762616560956, 0.41762685429482005, 0.3513070900586707)"
6993028375.0,"(8.359840247124192e-05, 0.9161239086802667, 0.002678414090371992, 7.698754542022552e-06, 0.06997262600642168, 0.011133754065926175)"
6993036861.0,"(0.0268309705516747, 0.1226199177171727, 0.0057240157975516235, 2.643425316699651e-06, 0.7568005562097802, 0.08802189629850417)"
6993151580.0,"(0.458369712015683, 0.024575952323938343, 0.07234407659583811, 2.262731263644143e-05, 0.09142441175255903, 0.35326321999934496)"
6993291422.0,"(0.020837543780056977, 0.11587661850141169, 0.036453697724066834, 0.002012065670737275, 0.6767845072768889, 0.14803556704683823)"
6993395622.0,"(0.3721655019557249, 0.0018246835956718793, 8.72518927073344e-05, 0.03104584364454362, 0.09092775912421416, 0.5039489597871382)"
6993816295.0,"(0.4483907053046937, 0.009394863924322937, 4.751817444249105e-05, 0.006341512837733841, 0.45144788926076324, 0.08437751049804379)"
6994078476.0,"(0.109941386663616, 0.1270536874375629, 0.007886839912891902, 0.06206995890819288, 0.5319837622304624, 0.16106436484727366)"
6994125898.0,"(0.19385986842526226, 0.10766822334242108, 0.0030814085228442986, 0.002494485877374822, 0.32555125465823903, 0.3673447591738584)"
6994178521.0,"(0.26469514371911146, 0.15943926155596713, 0.03343273618394029, 0.07429834139627063, 0.2592097315421061, 0.2089247856026045)"
6994350776.0,"(0.40310014806874384, 0.07074087128161435, 0.01851895713691347, 0.06242805586403846, 0.26675318854081753, 0.17845877910787264)"
6994398071.0,"(0.5638062936717284, 0.06863426991706492, 0.005764097371841175, 0.029081204401092693, 0.23385803795918955, 0.09885609667908321)"
6994430727.0,"(0.3183854890236474, 0.046443544522374175, 0.006101824828890573, 0.17232704718011876, 0.24435517046749233, 0.2123869239774766)"
6994433230.0,"(0.3057049863152483, 0.09956212683534953, 0.0337346933633256, 0.043532631835814475, 0.36679994034605395, 0.15066562130420824)"
6994542499.0,"(0.2352073813361612, 0.2344024707965979, 0.038264878179409316, 0.1372679810891823, 0.24209438387940244, 0.11276290471924677)"
6994585079.0,"(0.008668537325864329, 0.36993249328221217, 0.001301919180450352, 0.007171012729021233, 0.5198403880410101, 0.09308564944144179)"
6994663255.0,"(0.10138860455704808, 0.11666068050640153, 0.00223830442160202, 7.616865789579909e-07, 0.4275828300867377, 0.35212881874163177)"
6994717330.0,"(0.026206990189249997, 0.1549409882833992, 0.007279252271395586, 0.009516966237683624, 0.6206225567173976, 0.18143324630087396)"
6995000578.0,"(0.15114544462054819, 0.0725247127215258, 0.06271752256320165, 0.13771526593361758, 0.2356766603058672, 0.34022039385523944)"
6995109474.0,"(0.7527320642837201, 0.03830199923801868, 0.04087990047447876, 0.057892401108696076, 0.06689376065758412, 0.043299874237502235)"
6995176776.0,"(0.10012281383814504, 0.4813407124969985, 0.0012547143623031797, 0.26683846066702166, 0.06438075221173288, 0.08606254642379878)"
6995186396.0,"(0.47065524639190787, 0.21976900532935095, 0.0013467051227595995, 0.0038872683528734615, 0.19594939472823572, 0.10839238007487223)"
6995372546.0,"(0.04567468964371389, 0.1795594297557316, 0.010726924769899457, 0.15298641917624028, 0.42104038421752854, 0.1900121524368862)"
6995538433.0,"(0.6930420150250167, 0.007821659547137141, 0.0007633563559171371, 0.003981126945142655, 0.23754849277811588, 0.056843349348670545)"
6995630496.0,"(0.7331530871548694, 0.000265108466762646, 0.036550559742024494, 0.001352107340289209, 0.18966728334088767, 0.03901185395516651)"
6995887931.0,"(0.4317485094855801, 0.09244616296473152, 0.015552379727710744, 0.07706592292072198, 0.3267161347310405, 0.0564708901702152)"
6995979720.0,"(0.031861254634058915, 0.08885265465570291, 0.3010712034255219, 0.021518012395759473, 0.4398513386003283, 0.1168455362886284)"
6996049803.0,"(0.7312542191356478, 0.016655377396198514, 0.0013198700021278473, 0.005817012975060871, 0.18812991984422073, 0.05682360064674423)"
6996091318.0,"(0.21023832148113578, 0.043524895257831084, 0.10920891420673602, 0.04549923906205396, 0.420578850407127, 0.17094977958511592)"
6996178894.0,"(0.025506189043220502, 0.027143846333363007, 0.10862764715292778, 0.315925030961261, 0.09523351994838404, 0.4275637665608436)"
6996183260.0,"(0.2716268553966685, 0.009113714345851476, 0.21587967762774263, 0.0508783234885569, 0.4036093140106214, 0.048892115130559036)"
6996229735.0,"(0.19401921318360593, 0.1610702454209837, 0.004021433829209278, 0.11875323160007568, 0.2825765083600117, 0.2395593676061138)"
6996302685.0,"(0.22847639106154524, 0.20647802816457314, 0.0018215486245909923, 0.05354316883116812, 0.3480937984844117, 0.16158706483371083)"
6996304833.0,"(0.2730937338637779, 0.0697229745824162, 0.00010843606733497733, 0.00852450648553228, 0.14566387088555222, 0.5028864781153863)"
6996327638.0,"(0.10851069122907517, 0.013163037257532931, 0.025341971712811464, 0.03208208638150348, 0.2940000152566667, 0.5269021981624105)"
6996482589.0,"(0.7189078410070474, 0.027967481796895583, 1.8992073115602336e-07, 0.013908332906608107, 0.2153324364850418, 0.023883717883675867)"
6996536843.0,"(0.21521044811802212, 0.085192587657031, 0.017118665781380903, 0.08229054332541302, 0.19612478547441325, 0.4040629696437396)"
6996590552.0,"(0.7403744069089749, 0.028091100094946697, 0.09733941662149659, 1.0786156388882325e-05, 0.016372069096587703, 0.11781222112160514)"
6997186668.0,"(0.05387494643387536, 0.044864402377482654, 0.2593623520679583, 0.0001751970873259027, 0.4526331266431435, 0.18908997539021424)"
6997189921.0,"(0.10328683265893207, 0.03381559508361857, 0.010365419951880941, 0.10924437111436516, 0.22692128942743822, 0.516366491763765)"
6997481211.0,"(0.13619141258562245, 0.03692295988403668, 0.12281954179612108, 0.2948824369741884, 0.17545310780591505, 0.2337305409541163)"
6997603460.0,"(0.018742973990873817, 0.31385314291107186, 0.0036728174775949173, 0.159727426152864, 0.40608866708688346, 0.0979149723807119)"
6997698622.0,"(2.169465579986381e-05, 8.407941788967685e-05, 3.9597269858845225e-05, 1.4866621804355716e-05, 2.2925903660357865e-05, 0.9998168361309867)"
6997798648.0,"(0.24701132132597176, 0.04934279079983483, 0.11213899400169003, 0.014480253917288858, 0.3905605749994028, 0.18646606495581164)"
6997857142.0,"(0.1474234758708654, 0.1789684560548458, 0.0008928557357690574, 0.02115651410803774, 0.5889500639041737, 0.06260863432630837)"
6997889278.0,"(0.014864277853703464, 0.3750041358931569, 1.749366143559122e-05, 0.5243079676663575, 0.07380379864365122, 0.01200232628169549)"
6997949144.0,"(0.1199132358060794, 0.25060209585635507, 0.009453287879598598, 0.21199996582649094, 0.33492511079226506, 0.07310630383921084)"
6997956901.0,"(0.2511518374140035, 0.10812900550325372, 0.030759893437999244, 0.06902149943763837, 0.37475778152614725, 0.16617998268095818)"
6998012365.0,"(0.08452661112701446, 0.07937787765397071, 4.4171946660395115e-07, 0.0017186353839294757, 0.1949289115656348, 0.6394475225499838)"
6998112843.0,"(0.19039831905644866, 0.42651887625339996, 0.0003918557397383282, 0.05797078493686038, 0.22067390012931157, 0.10404626388424107)"
6998240304.0,"(0.23181390500085353, 0.4076309879582768, 0.000110171521246181, 0.30138383517325346, 0.05342765352542777, 0.005633446820942245)"
6998453228.0,"(0.07261341025030048, 0.5612000953530856, 2.4994561115528934e-05, 0.2751104852742861, 0.05825201043551098, 0.03279900412570136)"
6998461352.0,"(0.19486601095450862, 0.02952061680156104, 1.875645916235215e-05, 0.0013666584961277307, 0.5457370483908566, 0.22849090889778356)"
6998580464.0,"(0.7572230424613545, 0.023239135561029647, 0.04068720295180983, 0.05507874867003901, 0.08788557312862419, 0.035886297227142774)"
6999111716.0,"(0.358606726351109, 0.026823933033551028, 0.0009677124622388146, 0.0004297834295483213, 0.5024490915544718, 0.11072275316908094)"
6999113548.0,"(0.10991803764653438, 0.04754417170966971, 0.14577628375981863, 0.011628120279625166, 0.6397522797963624, 0.045381106807989645)"
6999134235.0,"(4.1065069897123016e-05, 3.164902428677037e-05, 4.956266283130592e-06, 0.055449808852863866, 0.21869017594258058, 0.7257823448440883)"
6999207014.0,"(0.09068102157534434, 0.05724786545668893, 0.006045722746793573, 0.008291819044000408, 0.22139568796186215, 0.6163378832153107)"
6999217896.0,"(0.4341300531508285, 0.07104890757086789, 0.012782995610767595, 0.034940181636136665, 0.246704403348259, 0.20039345868314037)"
6999385383.0,"(0.3350247850054323, 0.06618758188017199, 0.007041039579559275, 0.0834184833020455, 0.28961859205554147, 0.21870951817724946)"
6999499387.0,"(0.2350432825787462, 0.08202752633688444, 0.00082794968522308, 0.004115961803898606, 0.40684814696918753, 0.2711371326260602)"
6999555151.0,"(0.010299528887318981, 0.3739048117104812, 0.00019310253416183988, 0.550064661078194, 0.03496646442231399, 0.030571431367529878)"
6999556701.0,"(0.1048726393254911, 0.10167372704236827, 2.382181540573604e-08, 2.6752175559762e-07, 0.7144763003755021, 0.07897704191306756)"
6999778527.0,"(0.24004619139625338, 0.15068886305009965, 0.018743221087532586, 0.1110197577511752, 0.23664256216541651, 0.24285940454952262)"
6999842058.0,"(0.20173068542034991, 0.06151770110937009, 0.005282908516280144, 0.041793132152994295, 0.6073334636411655, 0.08234210915984)"
7000113378.0,"(0.08276055340856141, 0.02098516245753625, 0.011784850283929678, 0.0499439900459887, 0.07929734798888032, 0.7552280958151039)"
7000325916.0,"(0.10816044572553883, 0.024536870730073598, 0.014685489219191047, 0.06931714794704232, 0.5335147184390802, 0.24978532793907404)"
7000334127.0,"(0.26739082201921593, 0.01992840963463528, 0.0671232601890032, 0.022035760611793152, 0.4065415754876239, 0.21698017205772865)"
7000396873.0,"(0.3378887191750217, 0.20881867123364692, 0.001891634242737096, 0.15260142740248414, 0.11772111433393771, 0.1810784336121722)"
7000853563.0,"(0.2408222574242425, 0.048652060975840176, 0.00034401673953805725, 0.19910150618173017, 0.13787872057156553, 0.3732014381070836)"
7000923595.0,"(0.13767347271888866, 0.02760627377256237, 0.0068706623375937035, 0.016762458413980358, 0.3179948709900047, 0.4930922617669702)"
7000961521.0,"(0.05625635441080922, 0.03175387914922919, 0.018458539643349262, 0.022118193842783268, 0.4305464061675195, 0.44086662678630967)"
7001012607.0,"(0.06417356259420007, 0.09364773839011688, 3.3746284975918176e-08, 0.33592492779824684, 0.15363419470300557, 0.3526195427681456)"
7001019447.0,"(0.1865938180025465, 0.31390277579878817, 0.0032990841870835837, 0.015778975497859, 0.15886249637128702, 0.3215628501424357)"
7001046299.0,"(0.23112237367396327, 0.06298455657626946, 0.0007041281400710846, 0.16769497931545624, 0.1697641815798916, 0.3677297807143483)"
7001079639.0,"(0.27842035398580867, 0.13705436426097195, 0.028573455690864582, 0.16103332124892306, 0.1386028531073351, 0.2563156517060966)"
7001113022.0,"(0.15066607340884805, 0.07544352930782786, 0.02701435357448218, 0.029292302879895572, 0.4078199490319888, 0.3097637917969572)"
7001350176.0,"(0.09711303922665199, 0.10114155256966031, 0.025925265687132507, 0.21154972511377249, 0.46897964262390507, 0.09529077477887765)"
7001416789.0,"(0.19500379947674704, 0.03764166997139928, 0.007342056842298292, 0.06104643335571963, 0.39089343050003544, 0.3080726098538006)"
7001548642.0,"(0.10590220427019682, 0.1876856584374705, 0.0015759666211265981, 0.2653937026832577, 0.3895914913294553, 0.04985097665849305)"
7001552390.0,"(0.042884567465986116, 0.2834369818285063, 0.0027125678828491665, 0.0064274354883563254, 0.5856730528920284, 0.07886539444227367)"
7001590183.0,"(0.3188230116536199, 0.04227069005585579, 0.009024841479881678, 0.008396072250261122, 0.154992216132176, 0.46649316842820543)"
7001662571.0,"(0.1942990973432917, 0.15015600960092432, 4.716463641873506e-05, 0.17324131371989696, 0.39752321438689703, 0.08473320031257123)"
7001735483.0,"(0.18803165754670323, 0.19743382625662628, 0.03362419407095602, 0.08501636905229268, 0.247098017622689, 0.2487959354507329)"
