thread_id,topic
6330643766.0,"(0.11080149342232651, 0.39797462453500293, 0.009835749807704972, 0.08674937027782306, 0.2768950177126046, 0.11774374424453801)"
6333590096.0,"(0.003994368723227594, 0.4573548967073319, 0.0019780195633960092, 0.0844820754432421, 0.14567706909731626, 0.3065135704654862)"
6338775290.0,"(0.287596541946646, 0.027668315782562892, 0.008397280604137873, 0.001193118572029954, 0.5517960869437479, 0.12334865615087529)"
6338841961.0,"(0.15231171032489743, 0.2903679387682101, 0.01316373151912105, 0.1956817299186111, 0.21253993375488545, 0.135934955714275)"
6344280236.0,"(0.059687666603828474, 0.10117895808105187, 0.004237532560187479, 0.40913989449156685, 0.13659599013615473, 0.28915995812721046)"
6344417116.0,"(0.1480560886064598, 0.1346755997070909, 0.015986322536445923, 0.15352073875645414, 0.207597588483274, 0.34016366191027503)"
6345001790.0,"(0.02251463294101127, 0.3089453246784539, 0.0008202911248137736, 0.12372677383729774, 0.23368288989680738, 0.31031008752161576)"
6348047624.0,"(0.009669896535488939, 0.530725450980141, 0.0001556401996589539, 0.19194263289257582, 0.05763927773935437, 0.20986710165278086)"
6350134863.0,"(0.28271945309999014, 0.010580528903602622, 0.010446565593770064, 0.011587342542549648, 0.3094498792887549, 0.3752162305713326)"
6353136319.0,"(0.05800955435201888, 0.2685437846100421, 0.04674089960694297, 0.11277153614084366, 0.2971060665289341, 0.21682815876121836)"
6353337880.0,"(0.12995278847823857, 0.36395186795146345, 0.007318254787805813, 0.209851956410399, 0.20194175599278552, 0.08698337637930756)"
6355135216.0,"(0.3194983896159105, 0.04958235008636115, 0.048706392752815394, 0.0506650114287174, 0.2968186171965, 0.23472923891969527)"
6356635736.0,"(0.28968534397509343, 0.14096888773565797, 0.0012583321470162833, 0.11805338099304036, 0.2731027765535741, 0.17693127859561777)"
6359273764.0,"(0.3748227172778215, 0.027256055671730152, 0.04617622531030918, 0.0181457542273413, 0.2005580868677729, 0.333041160645025)"
6360757375.0,"(0.20700498379338358, 0.06387246262809365, 0.003936976553993126, 0.3172002579259666, 0.22692099873165475, 0.1810643203669083)"
6365010969.0,"(0.09874070485599198, 0.10920445505697576, 0.06166325472700908, 0.23058017330615516, 0.3324051339386783, 0.16740627811518966)"
6365594505.0,"(0.14223247681550616, 0.10982689512322419, 0.027182547051819092, 0.18368242134720122, 0.43139087657195313, 0.1056847830902964)"
6367343893.0,"(0.12894369451827892, 0.2826230250994383, 0.008746962256895504, 0.21687075307211934, 0.20198454388494158, 0.16083102116832645)"
6369395751.0,"(0.2685777869338359, 0.20169372026137133, 0.01627413165784944, 0.20404157389143407, 0.21578201902521668, 0.09363076823029262)"
6374012323.0,"(7.760069025599638e-05, 0.5004666345816057, 0.0034787733058902325, 0.026174821439433393, 0.39102373484739994, 0.0787784351354148)"
6376971674.0,"(0.239210787838487, 0.026689185855106063, 0.011364652092195494, 0.013793217353772973, 0.3007730105370746, 0.40816914632336393)"
6376982832.0,"(0.3464242903487233, 0.029986667602018006, 0.03908777849181737, 0.04572497566572943, 0.3890434101015056, 0.1497328777902062)"
6391484856.0,"(0.11073955285076065, 0.09259956720757558, 0.04037675084448843, 0.22670175597171524, 0.2928397745859417, 0.23674259853951857)"
6393109110.0,"(0.26513279060642597, 0.025864924756528396, 0.032378725985459586, 0.040416490829659965, 0.47732885091942284, 0.15887821690250323)"
6393680071.0,"(0.2807064884666385, 0.05492659164260907, 0.008805249838816705, 0.016307596191051568, 0.1448000776496666, 0.4944539962112177)"
6394263173.0,"(0.24991503272533358, 0.09854449657272946, 0.01497165301197531, 0.21389393660508915, 0.2238308126185511, 0.1988440684663217)"
6396147874.0,"(0.020685976050167233, 0.33571133568808564, 5.3687668366247556e-05, 0.5698660148692573, 0.027223096921586833, 0.04645988880253691)"
6397212070.0,"(0.0500851960669447, 0.34200204394249234, 0.0001795993653939399, 0.3658075141985007, 0.08948100980424896, 0.1524446366224195)"
6401493627.0,"(0.24086866423979147, 0.1212271097972648, 0.0114516136977091, 0.3422441137154017, 0.1781110103159546, 0.10609748823387848)"
6403346124.0,"(0.015429470019878922, 0.00666907064062219, 0.2633577688266067, 0.009769749088825358, 0.5066656134785412, 0.19810832794552552)"
6403828425.0,"(0.1076588881735936, 0.17640125575337254, 0.0010602618918679133, 0.5037758862517346, 0.09043681479112943, 0.12066689313830188)"
6410053457.0,"(2.5166534047026955e-08, 4.971795657861251e-08, 7.44526898722818e-08, 0.9999998132027271, 1.6954874649790124e-08, 2.0505217624930255e-08)"
6411373787.0,"(0.06962387786856628, 0.3496303491474996, 0.04389050268300793, 0.11315122644658876, 0.26614992133591203, 0.15755412251842563)"
6413156201.0,"(0.21724897490251283, 0.13496804594700915, 0.07154943502623402, 0.03988647900961979, 0.41959896824734966, 0.1167480968672747)"
6414167175.0,"(0.09344536517852017, 0.29024561450074876, 0.03822581400456381, 0.27309201715463766, 0.20904136034145895, 0.09594982882007067)"
6414786531.0,"(0.10258275700641743, 0.3458497722239581, 0.019973518134059225, 0.21084205595346417, 0.17678417051362316, 0.14396772616847803)"
6415938072.0,"(0.09830913732486643, 0.4676084108052877, 0.03058004327870257, 0.15343554642205834, 0.161917067996636, 0.08814979417244903)"
6416797886.0,"(0.16741423673835065, 0.07435856750684322, 0.019906683348242724, 0.06283125331700139, 0.36093675915387274, 0.3145524999356891)"
6417483888.0,"(0.19635403791423361, 0.22972458616141722, 0.06636634268622221, 0.0757358748361812, 0.2971434484676396, 0.13467570993430628)"
6420374032.0,"(0.13724577671046503, 0.07493125293833516, 0.005907028617483837, 0.31943866787066405, 0.24323659453218516, 0.21924067933086647)"
6421842953.0,"(0.1751991447277429, 0.10431005888583561, 0.0004225681790724648, 0.35332258693506674, 0.31611481163852273, 0.05063082963375953)"
6422658039.0,"(0.2071002499047138, 0.21730816436354522, 0.02578378695026222, 0.17377093247000164, 0.22481582636224562, 0.1512210399492313)"
6423243060.0,"(0.19330072110542154, 0.04716240580521686, 0.04497673430902533, 0.07070226569558767, 0.4102757617065327, 0.23358211137821575)"
6424854076.0,"(0.04278128199403279, 0.14817379124811483, 0.0047285248355634635, 0.5884600655372162, 0.12917019920020115, 0.08668613718487177)"
6425235197.0,"(0.20480653443105548, 0.08126514758950364, 0.002070001669693828, 0.2270735326391805, 0.13967915664135697, 0.3451056270292096)"
6431794089.0,"(0.08475580523643847, 0.37558460087230483, 0.07555294097401238, 0.24714881041513226, 0.10266064009042877, 0.11429720241168348)"
6439427493.0,"(0.1835308128318858, 0.23428042069423333, 0.022839160485343755, 0.2594564474747477, 0.1392365635815142, 0.16065659493227516)"
6440776065.0,"(0.009203595883534935, 0.07022397140595688, 0.0029630801992033004, 0.6748296613993026, 0.19278252926718153, 0.04999716184482068)"
6442144534.0,"(0.097035221042918, 0.13665675159194055, 0.021008503342969886, 0.409608017147931, 0.1304204170768175, 0.20527108979742312)"
6445394160.0,"(0.08571672455237712, 0.18198071638919905, 0.15639422303349215, 0.4513757663517458, 0.035103653034254466, 0.08942891663893146)"
6445846334.0,"(0.19939311722423103, 0.28158535253633343, 0.021182626949115345, 0.018611403293451005, 0.28790904517403615, 0.191318454822833)"
6447534934.0,"(0.3526365432715448, 0.02108919338176856, 0.0022982383929608845, 0.07743436829460315, 0.42009448039501135, 0.12644717626411123)"
6447787519.0,"(0.06580208580252778, 0.07387269555518923, 0.013451841461991201, 0.10086203240747978, 0.5603580334831838, 0.1856533112896281)"
6448355130.0,"(0.009698985363144048, 0.22339237433928658, 0.001835110102838249, 0.06226383101846874, 0.01869642431389692, 0.6841132748623656)"
6448470827.0,"(0.21814524658297005, 0.13370630467581263, 0.031940325545464034, 0.25887108386999685, 0.20769062558765583, 0.14964641373810067)"
6455176519.0,"(0.04387211124980373, 0.605850933075427, 0.10809423512894696, 0.09566186659715326, 0.05416714522507205, 0.09235370872359704)"
6456752034.0,"(0.03957833648539913, 0.18831059662205824, 0.031345751963139074, 0.09641676365806219, 0.5579335278543637, 0.08641502341697795)"
6456880841.0,"(0.15985854377212988, 0.07962351512600274, 0.05558883353448124, 0.05033585497168503, 0.3085563205675334, 0.34603693202816765)"
6457901060.0,"(0.25964911211360475, 0.05927094766161179, 0.022352383664519825, 0.04108063832450353, 0.3832220525425071, 0.23442486569325333)"
6459688174.0,"(0.22476123670662274, 0.06423617894340522, 0.0574735412184688, 0.02369294434128447, 0.44779362657573674, 0.18204247221448205)"
6462619020.0,"(0.24217651986055225, 0.06584755889929716, 0.0030219673991687757, 0.05714970403896966, 0.2890392944091273, 0.34276495539288515)"
6463351696.0,"(0.24108295698615417, 0.13601362966398564, 0.03656758334727763, 0.09858570195304128, 0.2837449071922949, 0.20400522085724634)"
6464511372.0,"(0.24922258866280886, 0.04269047287583921, 0.028613917937304337, 0.04792090159672042, 0.26156501260126575, 0.36998710632606147)"
6467836846.0,"(0.35858446561975876, 0.07499130983689192, 0.03920177651366901, 0.04931039175153483, 0.21221104106674388, 0.26570101521140177)"
6469588568.0,"(0.937466854263964, 0.0024372802890496974, 0.0003420400514632308, 0.008294433021325164, 0.021294007440582758, 0.030165384933614956)"
6471263765.0,"(0.1966990820740417, 0.07811783463558201, 0.010996445374447595, 0.3218190592367436, 0.27140412476399045, 0.12096345391519461)"
6471717854.0,"(0.024247966479433797, 0.43459351992745393, 0.005850942769679508, 0.05303480514560763, 0.28772669374023996, 0.19454607193758522)"
6472868812.0,"(0.23353271954291635, 0.07951349464777066, 0.0264749562036304, 0.07462090077831945, 0.33525920063674347, 0.25059872819062)"
6476155740.0,"(0.24872652244716947, 0.006789737469617881, 0.008050899031921056, 0.044324937778088457, 0.4327598017895766, 0.2593481014836266)"
6479234587.0,"(0.20421450987489181, 0.009706374223577537, 0.08972236970572028, 0.06704490819265893, 0.1674285504385812, 0.4618832875645704)"
6483136200.0,"(0.2673240992607956, 0.06332698150867377, 0.02796607933736979, 0.052030139780070504, 0.26340527177200374, 0.3259474283410866)"
6484383586.0,"(0.039630178472557766, 0.1908570114916973, 0.010409938286651828, 0.12387411821008196, 0.42561473155122287, 0.2096140219877881)"
6488188419.0,"(0.3989660136898553, 0.05354505787651303, 0.01518266878272417, 0.01381276078901193, 0.29325699873435696, 0.22523650012753887)"
6488377505.0,"(0.2735319877321858, 0.06363395667039116, 0.037304600571031445, 0.0583254870971104, 0.3566827589320797, 0.21052120899720175)"
6490052010.0,"(0.24819311029623659, 0.2026096855126808, 0.013331486726307022, 0.1361791923593515, 0.24656936100871518, 0.15311716409670872)"
6491247104.0,"(0.16436256713191394, 0.1478727655212005, 0.006960331367793888, 0.2840332015386802, 0.2628071016454322, 0.13396403279497937)"
6491770573.0,"(0.16915668231136333, 0.07952339893484908, 0.0076570154590406975, 0.2369004720500666, 0.36647796111788317, 0.14028447012679707)"
6506988282.0,"(0.15400311570895558, 0.09834666796901258, 0.007735034633555021, 0.11454024614778445, 0.515620605352717, 0.10975433018797524)"
6508031115.0,"(9.736353359562446e-05, 0.5935922805724476, 3.458137821450834e-10, 0.24282970104651347, 0.1335666122524859, 0.02991404224914362)"
6508185127.0,"(0.16044297393124712, 0.01891401088599017, 0.049470933178186696, 0.07291362472774722, 0.14860842635005983, 0.5496500309267691)"
6510206470.0,"(0.10503557964157106, 0.1110449885881216, 0.015256647580226376, 0.004302279521703806, 0.32659375586972983, 0.4377667487986473)"
6511506060.0,"(0.19460856135495494, 0.27446385926788214, 0.004959401214339307, 0.1645272373807669, 0.17789940734476692, 0.1835415334372897)"
6511623857.0,"(7.036493007586414e-07, 0.730777624516358, 0.006588283821308936, 0.1596536362563614, 0.007917937507766759, 0.0950618142489042)"
6512767001.0,"(0.07149267041917692, 0.23048402382843353, 0.004077009639011261, 0.13776784705363407, 0.34104672415664194, 0.2151317249031023)"
6517853648.0,"(0.09083838696790873, 0.028971208350962133, 0.003855578816241791, 0.1682677569640744, 0.5893984233925008, 0.11866864550831213)"
6518569076.0,"(0.08931622019280203, 0.360037025215944, 0.0015052021721063103, 0.2256075699095022, 0.2334390629306349, 0.09009491957901047)"
6529967535.0,"(0.23385261895796858, 0.30894887161751855, 0.008495335535826543, 0.1416859169899358, 0.22802845630692015, 0.07898880059183033)"
6530351813.0,"(0.12954440808432116, 0.16429812048570738, 0.0028840105311547268, 0.16587761278558205, 0.18188937874712263, 0.3555064693661122)"
6531372930.0,"(0.089104345459039, 0.10159472145024487, 0.0015625684650521219, 0.08613098065471832, 0.38712175788569403, 0.3344856260852517)"
6533299355.0,"(0.08995623593789412, 0.3671260561794723, 0.00762826131136219, 0.2012348286387109, 0.1920706321104269, 0.14198398582213362)"
6535305896.0,"(0.14150280311975233, 0.20986987008109162, 0.01070809565430116, 0.2749851500072125, 0.1893659229738513, 0.17356815816379112)"
6535369881.0,"(0.008909054058558201, 0.511528493672613, 0.0010372710754751973, 0.1129774042215076, 0.348111665087826, 0.01743611188402001)"
6536068316.0,"(0.14216960024948397, 0.2734072733290019, 0.012557203490625857, 0.2737069900666091, 0.21146829294362993, 0.08669063992064929)"
6539488115.0,"(0.5284983657977949, 0.12536833607713763, 0.05783919039159918, 0.04008709161976787, 0.12140327873173862, 0.12680373738196193)"
6541768440.0,"(0.15614829701546826, 0.02836708328616488, 0.14947439734086862, 0.07557870410832128, 0.48738833842027574, 0.10304317982890131)"
6541781732.0,"(0.049621036123526314, 0.06477766926416793, 0.08347742852517813, 0.015345896335242313, 0.22415057264206611, 0.5626273971098186)"
6544119368.0,"(0.2502971282453874, 0.10303411437432623, 0.03166409526985679, 0.08615320532077492, 0.29709149350708225, 0.2317599632825723)"
6545208735.0,"(0.25606821395202023, 0.029163692501917443, 0.002601098473171554, 0.25132801721868947, 0.3487705423771157, 0.11206843547708566)"
6546325126.0,"(0.04928007772436383, 0.22684835401785966, 0.003539439240391997, 0.27793443394117384, 0.19916538705447703, 0.24323230802173365)"
6546985670.0,"(0.16949835765342885, 0.1086542075537165, 0.008635415960239857, 0.09424649962334207, 0.20654458374466467, 0.41242093546460795)"
6555033531.0,"(0.09401199016828977, 0.05907384559014858, 0.03710516377678383, 0.03169046725430783, 0.5117238666372084, 0.26639466657326133)"
6559805879.0,"(0.1715509323421064, 0.04048942620285196, 0.01896350711421376, 0.05138148132251123, 0.22654501759029383, 0.49106963542802284)"
6564621186.0,"(0.2164091979834764, 0.3072523698188918, 0.0022238219019436374, 0.11171900264013244, 0.24476186449771473, 0.11763374315784089)"
6564689437.0,"(0.2146647173090225, 0.03557989174098174, 0.018302494494785035, 0.032021223454649986, 0.4338797962498549, 0.265551876750706)"
6567942007.0,"(0.0017079459279638015, 0.5860472529589955, 0.0023982853211653794, 0.09192831618613556, 0.13942450258537215, 0.17849369702036758)"
6570981847.0,"(0.13639949383981942, 0.14081066164414655, 0.0002318168371374817, 0.0053465883887611615, 0.5541165666252713, 0.1630948726648641)"
6580243705.0,"(0.1860992018678955, 0.04307821993308655, 0.020826603406466755, 0.03463829918129871, 0.4806340619022854, 0.2347236137089671)"
6580971228.0,"(0.049651897722123084, 0.2637118295809958, 0.04375903153355614, 0.10999060757449858, 0.432178597130496, 0.10070803645833026)"
6582621942.0,"(0.07855222220923333, 0.4410131054611062, 0.029556725810900276, 0.17957242408977198, 0.19959494404950803, 0.07171057837948012)"
6585514438.0,"(0.24187576390721416, 0.20561203690040597, 0.02651497206077778, 0.0483271329460993, 0.18192253738841035, 0.29574755679709236)"
6585575418.0,"(0.15806949319322158, 0.16421979971596207, 0.009763598597759311, 0.10042623127967196, 0.21375636523473318, 0.3537645119786518)"
6586207746.0,"(0.29532236574786797, 0.14220900759037086, 0.013928613925428249, 0.03489484542805594, 0.1871677524491596, 0.3264774148591173)"
6590201121.0,"(0.19696048855354167, 0.16841567277995412, 0.011878143135948274, 0.04187667450482167, 0.23473589079839444, 0.34613313022733977)"
6591099138.0,"(0.015025841283640934, 0.3366564944340644, 0.0003155142948191932, 0.1156398997736871, 0.42409135197860304, 0.10827089823518543)"
6592148871.0,"(0.0025399450353811156, 0.027162359402125018, 2.5721954889069623e-05, 0.5747822723176244, 0.007552988879299639, 0.3879367124106808)"
6593511572.0,"(0.6672604185955708, 0.10001311476936554, 0.03389973580174528, 0.05779360315102672, 0.0841417292270535, 0.0568913984552381)"
6597185687.0,"(0.12032843292483017, 0.08017538580723002, 0.05492154451089212, 0.07478243741016419, 0.2879075026827566, 0.38188469666412717)"
6597882948.0,"(0.32045839557249073, 0.012680524706559818, 0.005972456424721707, 0.07423882438082742, 0.3267264153816294, 0.25992338353377087)"
6598443649.0,"(0.26947318678514726, 0.03847981798613554, 0.028213201695023855, 0.04176887888650526, 0.3318767497365165, 0.2901881649106716)"
6600610390.0,"(0.0994913987851609, 0.27584067969750625, 0.04173238013328122, 0.3377930709557894, 0.15736696863937444, 0.08777550178888774)"
6601337095.0,"(0.46461776560828655, 0.04516409517562552, 0.05261886019820347, 0.024440281364204203, 0.2377960742580807, 0.17536292339559942)"
6604871522.0,"(0.03209538993619589, 0.3910786736750741, 0.23598084898924362, 0.035933779169597724, 0.22663833820701584, 0.07827297002287271)"
6605656276.0,"(0.2332714759509507, 0.22713184994566504, 0.03437931954436259, 0.14421511775778015, 0.18115387191071583, 0.17984836489052572)"
6609871958.0,"(6.217630139231122e-07, 0.8841035993211785, 0.009082130863545335, 0.059195461054730114, 0.01751449450411309, 0.030103692493418995)"
6610999389.0,"(0.13060977810331625, 0.2095744110012651, 0.121112672166036, 0.03907383754346809, 0.2976495238961796, 0.20197977728973493)"
6612079533.0,"(0.09097474092828342, 0.2716172584997724, 0.04229914478217781, 0.305908664227482, 0.20913140336273398, 0.08006878819955035)"
6612568134.0,"(0.2700940912701336, 0.031416645406653926, 0.006734547804317472, 0.007039662065351025, 0.42669605338817707, 0.25801900006536693)"
6614445927.0,"(0.27523311741362516, 0.03413952407697052, 0.017778700866794128, 0.05527082744918188, 0.23444061624181434, 0.38313721395161404)"
6614729645.0,"(0.20969416619389591, 0.02886453170478366, 0.12826187519437313, 0.01991379725618232, 0.3409721782992602, 0.27229345135150473)"
6616500611.0,"(0.06456921210645591, 0.47808899999701343, 0.008267877265060255, 0.08888714740019708, 0.1867065551833548, 0.17348020804791858)"
6617746005.0,"(0.2104753463266018, 0.26117599291688326, 0.0005317253779783031, 0.15191992916025132, 0.1925901339445522, 0.18330687227373318)"
6618768382.0,"(0.32900004680671785, 0.02942366453179221, 0.024737136806722872, 0.08715265252016613, 0.30721931620883225, 0.22246718312576858)"
6619884463.0,"(0.11467888675699846, 0.3331310475403578, 0.02983303519383835, 0.2967797753938919, 0.15861087509968497, 0.06696638001522867)"
6620414735.0,"(0.2998083169602308, 0.0735014494216212, 0.00930181907838927, 0.08778420591075259, 0.2609973954309031, 0.26860681319810276)"
6625158242.0,"(0.012095498148693085, 0.827478081592561, 3.862671089070849e-09, 0.13224654899109756, 0.008255029291572458, 0.019924838113404775)"
6627564145.0,"(0.3289123215447771, 0.02115150086087236, 0.09010229466510741, 0.020021163376657436, 0.34443024753700935, 0.1953824720155762)"
6629706857.0,"(0.07340320079323898, 0.03142343644413012, 0.018050880252418362, 0.0009506526375424235, 0.4539899819601123, 0.42218184791255775)"
6631675743.0,"(0.04190236230851447, 0.042077392620484294, 0.00045155284374262983, 0.003212742579195668, 0.7548621860397218, 0.15749376360834116)"
6640169566.0,"(0.15235247694606954, 0.02175377975170343, 0.010971025495051098, 0.025098622278557543, 0.3287284051622659, 0.4610956903663525)"
6640500061.0,"(0.031162742551968912, 0.490705495376909, 0.009533628692261159, 0.1809173529958928, 0.21254645436958672, 0.07513432601338134)"
6644497288.0,"(0.31985630446287705, 0.009261093857899756, 0.006572384170298537, 0.02649423191287869, 0.3121562818467693, 0.3256597037492766)"
6657499718.0,"(0.22514096473979606, 0.21247116540266253, 0.0010246742088020153, 0.10139864138881091, 0.25702078486863894, 0.20294376939128952)"
6658422647.0,"(0.22154687256426364, 0.07700436611463105, 0.0019184306832007174, 0.025325280850815184, 0.5086952267246144, 0.16550982306247503)"
6658681227.0,"(0.2151721430812467, 0.1779077878322593, 0.0013146659417687901, 0.03250666617830417, 0.4129825616577305, 0.1601161753086905)"
6660245691.0,"(0.02922346587672899, 0.7378970088457817, 5.9282409804232506e-05, 0.005982161785544396, 0.02547701374889794, 0.20136106733324266)"
6660990910.0,"(0.2321533419792186, 0.15778875504683643, 0.021691039916326593, 0.09471179593973449, 0.3207275944328285, 0.17292747268505565)"
6663383161.0,"(0.20591634252300794, 0.26214534372617465, 0.0018623739121600377, 0.06546749496832349, 0.35354084491141013, 0.11106759995892387)"
6665482731.0,"(0.153979284399581, 0.14400656140724097, 0.04866695073914496, 0.06199468096866008, 0.311855841869393, 0.2794966806159801)"
6668672741.0,"(0.3860510690731287, 0.06866500070385288, 0.05367530894175608, 0.04220401142017941, 0.24092975080642, 0.20847485905466284)"
6668991717.0,"(0.28201796552443503, 0.051607892723126256, 0.026464445158835462, 0.051127035502340004, 0.3486417354180861, 0.2401409256731773)"
6672251383.0,"(0.001677087134496701, 0.20542199706042835, 0.0011151466320643, 0.32320326507002684, 0.2154485075459374, 0.25313399655704644)"
6674830963.0,"(0.1784085564416018, 0.13332880309862527, 0.03691844755887549, 0.020796660504266526, 0.4900223815831471, 0.1405251508134839)"
6675042026.0,"(0.3247079283437628, 0.0727273249557418, 0.017053735438547452, 0.025039564359597567, 0.3706414146407254, 0.18983003226162493)"
6675184596.0,"(0.032375991507112366, 0.028200604474095434, 0.00014464952011488674, 0.0007862858235357251, 0.07468934189960366, 0.8638031267755379)"
6681131896.0,"(0.13750131898743204, 0.19488461770125573, 0.0016336148727062406, 0.23807468304246301, 0.2857557705483346, 0.14214999484780824)"
6681641203.0,"(0.0722070799543724, 0.04756267171359051, 0.012245295756971367, 0.023202948982832067, 0.08847184778847972, 0.7563101558037539)"
6682767159.0,"(0.11673046943102433, 0.322631890817868, 0.013385622418911884, 0.05411416552943134, 0.1563126311549403, 0.3368252206478242)"
6688676366.0,"(0.23465335445216554, 0.13666233303390224, 0.006248433297800265, 0.1798408567975005, 0.20358522962692285, 0.2390097927917086)"
6689624187.0,"(0.39667492739196003, 0.04392050751161781, 0.1909474652075851, 0.018142824092795173, 0.23735432033972145, 0.1129599554563202)"
6693139259.0,"(0.33398680379351847, 0.035250938295261436, 0.021645722279624035, 0.08965965538262521, 0.2719201608502, 0.24753671939877092)"
6693591493.0,"(0.2587219641058384, 0.10757600974947373, 0.013349780902924997, 0.09636261225743945, 0.2435074684323839, 0.28048216455193964)"
6698585781.0,"(0.18821404634162825, 0.18493035398335456, 0.0566345815535224, 0.1442103950803915, 0.19382504086618746, 0.23218558217491586)"
6701363931.0,"(0.30333813473301224, 0.06336817067091537, 0.06791242462671296, 0.15078611689357788, 0.18996621027917163, 0.22462894279660997)"
6705775682.0,"(0.3858794331264618, 0.008994525752931774, 0.015063469300371604, 0.030164498220023817, 0.2808795084944544, 0.27901856510575673)"
6706559257.0,"(0.00046089972197100785, 0.8611345127794163, 0.07899046948753415, 0.01678809409191466, 0.005841668386963363, 0.03678435553220053)"
6708154473.0,"(0.21087347733452144, 0.15193076496305252, 0.025028769908858876, 0.15199119442334486, 0.22651904739621767, 0.23365674597400476)"
6709066125.0,"(0.15414876436427566, 0.4419798800747274, 0.0005146634502119899, 0.37611133247141637, 0.0272438867005804, 1.4729387881362082e-06)"
6715648395.0,"(0.37122051143279233, 0.06752941490491465, 0.022263699985662636, 0.10000133441626645, 0.21960268219702447, 0.2193823570633395)"
6722749421.0,"(0.22856688188863952, 0.1570932726556996, 0.016599430972818106, 0.19381257401479374, 0.18042803630924117, 0.22349980415880763)"
6724626924.0,"(0.22737689238487238, 0.036410782977377563, 0.022748682604491036, 0.04262069588238839, 0.4319387725259717, 0.23890417362489902)"
6732026037.0,"(0.2887758195194468, 0.024027285232184007, 0.006483687555969485, 0.04615452908826363, 0.37284817496499106, 0.26171050363914494)"
6733245362.0,"(0.1126822961675376, 0.02602692965828466, 0.003437662283042471, 0.12003685809482897, 0.564304232063269, 0.1735120217330373)"
6735170473.0,"(0.010557114485134075, 0.024434043199547433, 0.006940718451382606, 0.0005010528680529413, 0.09274079320793795, 0.8648262777879451)"
6736700706.0,"(0.20573744675652317, 0.037054635409987435, 0.003409971842604899, 0.4803110137182276, 0.1475947074891953, 0.12589222478346165)"
6738149656.0,"(0.04570963891403733, 0.06122470215443243, 0.009866015997672837, 0.028080956632737825, 0.27662003862687995, 0.5784986476742394)"
6742014205.0,"(0.07389292357466276, 0.2632337286186866, 0.014227980239968244, 0.18091330752642687, 0.332218159249532, 0.13551390079072348)"
6743520750.0,"(0.22533441992280878, 0.08264630895593332, 0.029673227954308025, 0.011995006876959204, 0.12414559113195585, 0.5262054451580349)"
6744271572.0,"(0.15182446857903714, 0.08043949827833986, 0.007958808027672909, 0.17041480816286567, 0.1971242220467658, 0.39223819490531836)"
6744399933.0,"(0.23853524211646465, 0.19959454181576936, 0.019813385998733078, 0.12994713311536962, 0.2591635283507956, 0.1529461686028673)"
6748446422.0,"(0.5701663347160373, 0.012289968987961713, 0.008509170028882495, 0.03829653866697777, 0.1575180660456377, 0.21321992155450314)"
6748495894.0,"(0.04044376995093199, 0.6780412263189801, 0.003621769254049434, 0.10159288950399605, 0.03151116206588401, 0.14478918290615841)"
6749958498.0,"(0.11655236191222618, 0.04433818446419177, 0.04707029575259727, 0.046501803729031795, 0.24789039447632982, 0.49764695966562345)"
6750347230.0,"(0.21705261907984252, 0.16455695205496565, 0.023230651710353687, 0.09930441346276982, 0.31174028114219693, 0.18411508254987172)"
6752390818.0,"(0.053051521486541756, 0.09043014686131118, 0.02943194782518693, 0.2513881906377493, 0.09873242230033943, 0.47696577088887143)"
6752675905.0,"(0.1766865201691335, 0.29213056380211483, 0.006322448626142291, 0.22632108768593742, 0.19880656171811753, 0.09973281799855441)"
6752864208.0,"(0.11156457770624856, 0.021751844169763213, 0.025338233052728514, 0.06036559190922801, 0.511809141676558, 0.26917061148547383)"
6753672189.0,"(0.059170669365691896, 0.21910601789094558, 0.025309068827597484, 0.0018946314890145545, 0.41066803766233795, 0.2838515747644125)"
6755107775.0,"(0.19219192245805475, 0.12908989055615588, 0.0005110386806371155, 0.0052276397667779416, 0.5839746227285432, 0.08900488580983118)"
6759598452.0,"(0.04333051302637798, 0.02859611536019053, 0.02051024985599256, 0.037169880768669006, 0.30630151747168544, 0.5640917235170845)"
6761149133.0,"(0.19448981477503044, 0.04027661063197898, 0.025187173148193274, 0.06433283821061199, 0.33691592940698983, 0.3387976338271955)"
6761241275.0,"(0.15028464078088594, 0.051789361128155256, 0.00967831435145894, 0.07728583816431553, 0.44392279722770456, 0.2670390483474801)"
6761479019.0,"(0.2538629218710205, 0.044515049696491546, 0.031775169656607746, 0.0230250380754268, 0.4481256658700339, 0.19869615483041939)"
6761652066.0,"(0.25417656512428854, 0.1737607093993878, 0.023379093187427702, 0.17513464810398427, 0.2238083475703444, 0.14974063661456738)"
6762133244.0,"(0.2132133699037048, 0.0690332049304376, 0.002982895883545676, 0.035974813138961316, 0.33016086280849255, 0.34863485333485805)"
6764916652.0,"(0.3536914440349056, 0.046986562862333395, 0.04203674441745466, 0.07636126164203452, 0.3186290553579707, 0.16229493168530112)"
6765799677.0,"(0.037992777402980495, 0.5543902993042288, 0.0452446829280669, 0.18476286268144723, 0.10389336417788106, 0.07371601350539544)"
6766136872.0,"(0.10640448334666121, 0.07095737339854695, 0.006370797207006653, 0.024300363928689155, 0.4226516816105037, 0.36931530050859224)"
6771129259.0,"(0.16948368529944954, 0.05033556922488186, 0.0642819004635828, 0.05347102301347905, 0.4125835612614175, 0.2498442607371891)"
6774921838.0,"(0.48124298215557243, 0.006778725774607885, 0.008586095297621213, 0.004009880551077659, 0.28194836180890404, 0.21743395441221672)"
